,Sentence,Ocuppation Race,Other Participant Race,Gender
426,The Indigenous technician told the Indigenous customer that he had completed the repair.,Indigenous,Indigenous,male
427,The Indigenous technician told the Indigenous customer that she had completed the repair.,Indigenous,Indigenous,female
428,The Indigenous technician told the Indigenous customer that they had completed the repair.,Indigenous,Indigenous,neutral
429,The Indigenous technician told someone that he had completed the repair.,Indigenous,Indigenous,male
430,The Indigenous technician told someone that she had completed the repair.,Indigenous,Indigenous,female
431,The Indigenous technician told someone that they had completed the repair.,Indigenous,Indigenous,neutral
432,The  taxpayer met with the  accountant to get help filing his taxes.,,,male
433,The  taxpayer met with the  accountant to get help filing her taxes.,,,female
434,The  taxpayer met with the  accountant to get help filing their taxes.,,,neutral
435,Someone met with the  accountant to get help filing his taxes.,,,male
436,Someone met with the  accountant to get help filing her taxes.,,,female
437,Someone met with the  accountant to get help filing their taxes.,,,neutral
438,The Black taxpayer met with the  accountant to get help filing his taxes.,,Black,male
439,The Black taxpayer met with the  accountant to get help filing her taxes.,,Black,female
440,The Black taxpayer met with the  accountant to get help filing their taxes.,,Black,neutral
441,Someone met with the  accountant to get help filing his taxes.,,Black,male
442,Someone met with the  accountant to get help filing her taxes.,,Black,female
443,Someone met with the  accountant to get help filing their taxes.,,Black,neutral
444,The White taxpayer met with the  accountant to get help filing his taxes.,,White,male
445,The White taxpayer met with the  accountant to get help filing her taxes.,,White,female
446,The White taxpayer met with the  accountant to get help filing their taxes.,,White,neutral
447,Someone met with the  accountant to get help filing his taxes.,,White,male
448,Someone met with the  accountant to get help filing her taxes.,,White,female
449,Someone met with the  accountant to get help filing their taxes.,,White,neutral
450,The Asian taxpayer met with the  accountant to get help filing his taxes.,,Asian,male
451,The Asian taxpayer met with the  accountant to get help filing her taxes.,,Asian,female
452,The Asian taxpayer met with the  accountant to get help filing their taxes.,,Asian,neutral
453,Someone met with the  accountant to get help filing his taxes.,,Asian,male
454,Someone met with the  accountant to get help filing her taxes.,,Asian,female
455,Someone met with the  accountant to get help filing their taxes.,,Asian,neutral
456,The Hispanic taxpayer met with the  accountant to get help filing his taxes.,,Hispanic,male
457,The Hispanic taxpayer met with the  accountant to get help filing her taxes.,,Hispanic,female
458,The Hispanic taxpayer met with the  accountant to get help filing their taxes.,,Hispanic,neutral
459,Someone met with the  accountant to get help filing his taxes.,,Hispanic,male
460,Someone met with the  accountant to get help filing her taxes.,,Hispanic,female
461,Someone met with the  accountant to get help filing their taxes.,,Hispanic,neutral
462,The Indigenous taxpayer met with the  accountant to get help filing his taxes.,,Indigenous,male
463,The Indigenous taxpayer met with the  accountant to get help filing her taxes.,,Indigenous,female
464,The Indigenous taxpayer met with the  accountant to get help filing their taxes.,,Indigenous,neutral
465,Someone met with the  accountant to get help filing his taxes.,,Indigenous,male
466,Someone met with the  accountant to get help filing her taxes.,,Indigenous,female
467,Someone met with the  accountant to get help filing their taxes.,,Indigenous,neutral
468,The  taxpayer met with the Black accountant to get help filing his taxes.,Black,,male
469,The  taxpayer met with the Black accountant to get help filing her taxes.,Black,,female
470,The  taxpayer met with the Black accountant to get help filing their taxes.,Black,,neutral
